Year,Provider,Quarter,RiskFactor,Regionality,Treatment,Churn,CATE(1 vs 0),CATE(1 vs -1),CATE(0 vs -1)
2016,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2017,48,1,9,2,0,0,0.04865300420045772,-0.06043183956691686,-0.10908484376737458
2017,48,2,9,2,0,0,0.2037369266458301,-0.22413793103448276,-0.42787485768031286
2017,48,3,9,2,0,0,0.2929663665174893,-0.2765957446808511,-0.5695621111983403
2017,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2018,48,1,9,2,0,0,0.04865300420045772,-0.06043183956691686,-0.10908484376737458
2018,48,2,9,2,0,0,0.2037369266458301,-0.22413793103448276,-0.42787485768031286
2018,48,3,9,2,0,0,0.2929663665174893,-0.2765957446808511,-0.5695621111983403
2018,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2019,48,1,9,2,-1,0,0.04865300420045772,-0.06043183956691686,-0.10908484376737458
2019,48,2,9,2,0,0,0.2037369266458301,-0.22413793103448276,-0.42787485768031286
2019,48,3,9,2,0,0,0.2929663665174893,-0.2765957446808511,-0.5695621111983403
2019,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2020,48,1,9,2,0,0,0.04865300420045772,-0.06043183956691686,-0.10908484376737458
2020,48,2,9,2,0,0,0.2037369266458301,-0.22413793103448276,-0.42787485768031286
2020,48,3,9,2,0,0,0.2929663665174893,-0.2765957446808511,-0.5695621111983403
2020,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2021,48,1,9,2,0,0,0.04865300420045772,-0.06043183956691686,-0.10908484376737458
2021,48,2,9,2,0,0,0.2037369266458301,-0.22413793103448276,-0.42787485768031286
2021,48,3,9,2,0,0,0.2929663665174893,-0.2765957446808511,-0.5695621111983403
2021,48,4,9,2,0,0,0.18214067485912144,-0.14429175475687106,-0.3264324296159925
2022,48,1,10,2,1,1,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2022,48,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2022,48,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2022,48,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2023,48,1,10,2,1,1,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2023,48,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2023,48,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2023,48,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2024,48,1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2024,48,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2024,48,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2024,48,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2025,48,1,10,2,1,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2016,49,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2016,49,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2016,49,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2017,49,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2017,49,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2017,49,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2017,49,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2018,49,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2018,49,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2018,49,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2018,49,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2019,49,1,12,1,-1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2019,49,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2019,49,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2019,49,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2020,49,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2020,49,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2020,49,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2020,49,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2021,49,1,13,1,1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2021,49,2,13,1,0,1,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2021,49,3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2021,49,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2022,49,1,13,1,-1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2022,49,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2022,49,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2022,49,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2023,49,1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2023,49,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2023,49,3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2023,49,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2024,49,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2024,49,2,13,1,0,1,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2024,49,3,13,1,1,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2024,49,4,13,1,0,1,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2025,49,1,13,1,1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2016,50,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2016,50,3,12,2,0,1,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2016,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2017,50,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2017,50,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2017,50,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2017,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2018,50,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2018,50,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2018,50,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2018,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2019,50,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2019,50,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2019,50,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2019,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2020,50,1,12,2,1,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2020,50,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2020,50,3,12,2,0,1,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2020,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2021,50,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2021,50,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2021,50,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2021,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2022,50,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2022,50,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2022,50,3,12,2,0,1,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2022,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2023,50,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2023,50,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2023,50,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2023,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2024,50,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2024,50,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2024,50,3,12,2,1,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2024,50,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2025,50,1,12,2,1,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2016,51,2,14,2,0,1,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2016,51,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2016,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2017,51,1,14,2,0,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2017,51,2,14,2,0,1,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2017,51,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2017,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2018,51,1,14,2,-1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2018,51,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2018,51,3,14,2,0,1,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2018,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2019,51,1,14,2,-1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2019,51,2,14,2,0,1,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2019,51,3,14,2,0,1,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2019,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2020,51,1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2020,51,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2020,51,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2020,51,4,14,2,0,1,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2021,51,1,14,2,1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2021,51,2,14,2,0,1,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2021,51,3,14,2,0,1,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2021,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2022,51,1,14,2,-1,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2022,51,2,14,2,0,1,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2022,51,3,14,2,-1,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2022,51,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2023,51,1,15,2,1,0,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2023,51,2,15,2,0,0,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
2023,51,3,15,2,0,1,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
2023,51,4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2024,51,1,15,2,1,0,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2024,51,2,15,2,0,0,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
2024,51,3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
2024,51,4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2025,51,1,15,2,1,0,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2016,52,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2016,52,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2016,52,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2017,52,1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2017,52,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2017,52,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2017,52,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2018,52,1,13,1,-1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2018,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2018,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2018,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2019,52,1,13,1,0,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2019,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2019,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2019,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2020,52,1,13,1,0,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2020,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2020,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2020,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2021,52,1,13,1,0,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2021,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2021,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2021,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2022,52,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2022,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2022,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2022,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2023,52,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2023,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2023,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2023,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2024,52,1,13,1,0,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2024,52,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2024,52,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2024,52,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2025,52,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2016,53,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2016,53,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2016,53,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2017,53,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2017,53,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2017,53,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2017,53,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2018,53,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2018,53,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2018,53,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2018,53,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2019,53,1,13,0,-1,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2019,53,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2019,53,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2019,53,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2020,53,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2020,53,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2020,53,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2020,53,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2021,53,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2021,53,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2021,53,3,10,0,1,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2021,53,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2022,53,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2022,53,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2022,53,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2022,53,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2023,53,1,10,0,1,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2023,53,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2023,53,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2023,53,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2024,53,1,9,0,0,0,-0.22820538262041784,-0.25393109172650213,-0.025725709106084294
2024,53,2,9,0,0,0,0.19300098075150846,-0.12581685830093475,-0.3188178390524432
2024,53,3,9,0,0,0,-0.05224759044497479,-0.44854737985338045,-0.39629978940840566
2024,53,4,9,0,0,0,0.19880769282594515,-0.07831325301204817,-0.2771209458379933
2025,53,1,8,0,1,0,-0.014854222416276652,-0.08775361494545639,-0.07289939252917974
2016,54,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2016,54,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2016,54,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2017,54,1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2017,54,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2017,54,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2017,54,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2018,54,1,13,0,1,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2018,54,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2018,54,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2018,54,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2019,54,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2019,54,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2019,54,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2019,54,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2020,54,1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2020,54,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2020,54,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2020,54,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2021,54,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2021,54,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2021,54,3,14,0,1,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2021,54,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2022,54,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2022,54,2,14,0,0,0,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2022,54,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2022,54,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2023,54,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2023,54,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2023,54,3,14,0,0,0,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2023,54,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2024,54,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2024,54,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2024,54,3,14,0,1,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2024,54,4,14,0,0,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2025,54,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2016,55,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2016,55,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2016,55,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2017,55,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2017,55,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2017,55,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2017,55,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2018,55,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2018,55,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2018,55,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2018,55,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2019,55,1,13,0,-1,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2019,55,2,13,0,0,1,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2019,55,3,13,0,0,1,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2019,55,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2020,55,1,13,0,0,1,0.05362984944176097,0.33104019536369045,0.2774103459219295
2020,55,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2020,55,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2020,55,4,13,0,0,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2021,55,1,13,0,0,0,0.05362984944176097,0.33104019536369045,0.2774103459219295
2021,55,2,13,0,0,0,0.16844943140808122,-0.1795622728342442,-0.3480117042423254
2021,55,3,13,0,0,0,0.07108730538156333,-0.3070050761421319,-0.37809238152369523
2021,55,4,13,0,1,0,0.4424279537758469,0.022388059701492602,-0.4200398940743543
2022,55,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2022,55,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2022,55,3,14,0,-1,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2022,55,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2023,55,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2023,55,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2023,55,3,14,0,0,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2023,55,4,14,0,0,0,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2024,55,1,14,0,1,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2024,55,2,14,0,0,1,-0.34807708306876173,-0.2868949232585597,0.06118215981020203
2024,55,3,14,0,1,1,0.028497185287269966,-0.2087374749498997,-0.23723466023716966
2024,55,4,14,0,1,1,0.26117587367072714,-0.07831325301204817,-0.3394891266827753
2025,55,1,14,0,0,1,-0.05682249173537535,0.3352086432518502,0.3920311349872255
2016,56,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2016,56,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2016,56,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2017,56,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2017,56,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2017,56,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2017,56,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2018,56,1,10,2,0,0,0.19674824707208494,0.056433634032110186,-0.14031461303997472
2018,56,2,10,2,0,0,0.2327976052762198,-0.22413793103448276,-0.45693553631070255
2018,56,3,10,2,0,0,0.32072171007430667,-0.2765957446808511,-0.5973174547551577
2018,56,4,10,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2019,56,1,11,2,-1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2019,56,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2019,56,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2019,56,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2020,56,1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2020,56,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2020,56,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2020,56,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2021,56,1,11,2,0,1,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2021,56,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2021,56,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2021,56,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2022,56,1,11,2,-1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2022,56,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2022,56,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2022,56,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2023,56,1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2023,56,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2023,56,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2023,56,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2024,56,1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
