,Year,Provider,Quarter,Members,ACR,RiskFactor,Regionality,Members_Lag,Rate_Lag,ChurnRate,Treatment,QuarterInt,ACR_next,treatment,CATE,Avg_ACR_Other_Providers
1748,2021,BKK Würth,2,13224,0.2,0.68,betriebsbezogen,12916.0,0.2,-0.0238463920718488,0,2,0.2,0,-0.0475747035550559,1.2198888888888888
1749,2021,BKK Würth,3,13330,0.2,0.68,betriebsbezogen,13224.0,0.2,-0.0080157289776164,0,3,0.2,0,-0.0582997158934002,1.223111111111111
1750,2021,BKK Würth,4,13583,0.2,0.68,betriebsbezogen,13330.0,0.2,-0.018979744936234,0,4,0.9,1,0.0150957414108546,1.243111111111111
1751,2022,BKK Würth,1,13573,0.9,0.7071896748970845,betriebsbezogen,13583.0,0.2,0.000736214385629,1,1,0.9,0,-0.0596924610972109,1.266111111111111
1752,2022,BKK Würth,2,13738,0.9,0.7071896748970845,betriebsbezogen,13573.0,0.9,-0.0121564871435939,0,2,0.9,0,0.0026048870290924,1.2705555555555554
1753,2022,BKK Würth,3,13761,0.9,0.7071896748970845,betriebsbezogen,13738.0,0.9,-0.0016741883825884,0,3,0.9,0,-0.0074655661416482,1.2568888888888887
1754,2022,BKK Würth,4,13877,0.9,0.7071896748970845,betriebsbezogen,13761.0,0.9,-0.0084296199404113,0,4,0.98,1,0.015387410691994,1.2568888888888887
1755,2023,BKK Würth,1,13840,0.98,0.7,betriebsbezogen,13877.0,0.9,0.002666282337681,1,1,0.98,0,-0.0090331915654816,1.4324444444444446
1756,2023,BKK Würth,2,14052,0.98,0.7,betriebsbezogen,13840.0,0.98,-0.0153179190751445,0,2,0.98,0,0.0034664406018213,1.4324444444444446
1757,2023,BKK Würth,3,14071,0.98,0.7,betriebsbezogen,14052.0,0.98,-0.001352120694563,0,3,0.98,0,-0.0104504127781397,1.426888888888889
1758,2023,BKK Würth,4,14211,0.98,0.7,betriebsbezogen,14071.0,0.98,-0.0099495416104043,0,4,1.29,1,0.0098930980831613,1.4266666666666667
1759,2024,BKK Würth,1,14272,1.29,0.7,betriebsbezogen,14211.0,0.98,-0.0042924495109422,1,1,1.29,0,-0.0102993567852544,1.59
1760,2024,BKK Würth,2,14409,1.29,0.7,betriebsbezogen,14272.0,1.29,-0.0095992152466367,0,2,1.29,0,0.0036173974672559,1.5943333333333334
1761,2024,BKK Würth,3,14466,1.29,0.7,betriebsbezogen,14409.0,1.29,-0.0039558609202581,0,3,1.29,0,-0.0048380561128177,1.7106666666666668
1762,2024,BKK Würth,4,14635,1.29,0.7,betriebsbezogen,14466.0,1.29,-0.0116825660168671,0,4,2.39,1,0.0211177728937192,1.9262222222222225
1763,2025,BKK Würth,1,14648,2.39,0.7078326024391381,betriebsbezogen,14635.0,1.29,-0.0008882815169115,1,1,,0,-0.0051513125189569,2.954555555555556
1764,2016,BKK ZF & Partner,2,71108,0.7,0.9014188364762372,Regional,67989.0,0.7,-0.04587506802571,0,2,0.7,0,0.0117225858681931,0.950384793281446
1765,2016,BKK ZF & Partner,3,72097,0.7,0.9014188364762372,Regional,71108.0,0.7,-0.0139084209934184,0,3,0.7,0,-7.70372131679339e-05,0.9537181266147794
1766,2016,BKK ZF & Partner,4,73233,0.7,0.9014188364762372,Regional,72097.0,0.7,-0.0157565502031984,0,4,0.9500000000000002,1,-0.0040699495887331,0.9537181266147794
1767,2017,BKK ZF & Partner,1,73447,0.9500000000000002,0.9020278803635232,Regional,73233.0,0.7,-0.0029221798915789,1,1,0.9500000000000002,0,0.0009467856322358,1.0081600672980178
1768,2017,BKK ZF & Partner,2,73726,0.9500000000000002,0.9020278803635232,Regional,73447.0,0.9500000000000002,-0.0037986575353656,0,2,0.9500000000000002,0,0.0107598353944899,1.0159378450757957
1769,2017,BKK ZF & Partner,3,74367,0.9500000000000002,0.9020278803635232,Regional,73726.0,0.9500000000000002,-0.0086943547730786,0,3,0.9500000000000002,0,-0.0030537046192598,1.0226045117424625
1770,2017,BKK ZF & Partner,4,75271,0.9500000000000002,0.9020278803635232,Regional,74367.0,0.9500000000000002,-0.0121559293772775,0,4,1.2,1,-0.0150474863169953,1.0226045117424625
1771,2018,BKK ZF & Partner,1,75503,1.2,0.902566990891408,Regional,75271.0,0.9500000000000002,-0.0030821963305921,1,1,1.2,0,-0.0034444805522146,1.0243353132477933
1772,2018,BKK ZF & Partner,2,75387,1.2,0.902566990891408,Regional,75503.0,1.2,0.0015363627935313,0,2,1.2,0,0.0037972764617832,1.0221130910255714
1773,2018,BKK ZF & Partner,3,75440,1.2,0.902566990891408,Regional,75387.0,1.2,-0.0007030389855014,0,3,1.2,0,-0.0006764513792087,1.0266686465811268
1774,2018,BKK ZF & Partner,4,75993,1.2,0.902566990891408,Regional,75440.0,1.2,-0.0073303287380699,0,4,1.1,-1,,1.0266686465811268
1775,2019,BKK ZF & Partner,1,76114,1.1,0.9056825918163428,Regional,75993.0,1.2,-0.0015922519179398,0,1,1.1,0,-0.0024534371783361,0.9703333333333336
1776,2019,BKK ZF & Partner,2,76180,1.1,0.9056825918163428,Regional,76114.0,1.1,-0.0008671203720734,0,2,1.1,0,0.0045004629296108,0.972925925925926
1777,2019,BKK ZF & Partner,3,76299,1.1,0.9056825918163428,Regional,76180.0,1.1,-0.0015620897873457,0,3,1.1,0,-0.001591871407876,0.9791111111111112
1778,2019,BKK ZF & Partner,4,77267,1.1,0.9056825918163428,Regional,76299.0,1.1,-0.0126869290554266,0,4,1.5,1,-0.0105750974662587,0.9791111111111112
1779,2020,BKK ZF & Partner,1,77338,1.5,0.908073866356084,Regional,77267.0,1.1,-0.0009188916354976,1,1,1.5,0,-0.003049768620654,1.033
1780,2020,BKK ZF & Partner,2,76970,1.5,0.908073866356084,Regional,77338.0,1.5,0.0047583335488375,0,2,1.5,0,0.0002062895151795,1.0485555555555557
1781,2020,BKK ZF & Partner,3,77214,1.5,0.908073866356084,Regional,76970.0,1.5,-0.0031700662595816,0,3,1.5,0,-0.0008473776490367,1.0585555555555557
1782,2020,BKK ZF & Partner,4,77731,1.5,0.908073866356084,Regional,77214.0,1.5,-0.0066956769497759,0,4,1.8,1,-0.0155819891485,1.0585555555555557
1783,2021,BKK ZF & Partner,1,77480,1.8,0.92,Regional,77731.0,1.5,0.0032290849210739,1,1,1.8,0,-0.0022273809868041,1.2021111111111111
1784,2021,BKK ZF & Partner,2,76512,1.8,0.92,Regional,77480.0,1.8,0.0124935467217346,0,2,1.8,0,-0.0048968254586432,1.2021111111111111
1785,2021,BKK ZF & Partner,3,76167,1.8,0.92,Regional,76512.0,1.8,0.0045090966122961,0,3,1.8,0,0.0164276160784942,1.2053333333333334
1786,2021,BKK ZF & Partner,4,76504,1.8,0.92,Regional,76167.0,1.8,-0.004424488295456,0,4,1.45,-1,,1.2253333333333334
1787,2022,BKK ZF & Partner,1,76139,1.45,0.9370132057115146,Regional,76504.0,1.8,0.0047709923664122,0,1,1.45,0,-0.0006555771268386,1.26
1788,2022,BKK ZF & Partner,2,76246,1.45,0.9370132057115146,Regional,76139.0,1.45,-0.0014053244723466,0,2,1.45,0,0.0020449572345858,1.2644444444444445
1789,2022,BKK ZF & Partner,3,76380,1.45,0.9370132057115146,Regional,76246.0,1.45,-0.0017574692442882,0,3,1.45,0,-0.0023895721146584,1.2507777777777778
1790,2022,BKK ZF & Partner,4,76559,1.45,0.9370132057115146,Regional,76380.0,1.45,-0.002343545430741,0,4,1.45,0,-0.0132257134005375,1.2507777777777778
1791,2023,BKK ZF & Partner,1,76265,1.45,0.94,Regional,76559.0,1.45,0.0038401755508823,0,1,1.45,0,-0.0049789614052918,1.4272222222222224
1792,2023,BKK ZF & Partner,2,76342,1.45,0.94,Regional,76265.0,1.45,-0.0010096374483708,0,2,1.45,0,0.0026181836714393,1.4272222222222224
1793,2023,BKK ZF & Partner,3,76290,1.45,0.94,Regional,76342.0,1.45,0.0006811453721411,0,3,1.45,0,-0.003207615955773,1.4216666666666666
1794,2023,BKK ZF & Partner,4,76765,1.45,0.94,Regional,76290.0,1.45,-0.0062262419714248,0,4,1.69,1,-0.0085251096781671,1.4214444444444445
1795,2024,BKK ZF & Partner,1,76809,1.69,0.95,Regional,76765.0,1.45,-0.0005731778805445,1,1,1.69,0,-0.0036801931660772,1.5855555555555554
1796,2024,BKK ZF & Partner,2,76486,1.69,0.95,Regional,76809.0,1.69,0.00420523636553,0,2,2.1,1,-0.0087107163574817,1.589888888888889
1797,2024,BKK ZF & Partner,3,76295,2.1,0.95,Regional,76486.0,1.69,0.0024971890280574,1,3,2.1,0,-0.0025428147056819,1.7016666666666669
1798,2024,BKK ZF & Partner,4,75861,2.1,0.95,Regional,76295.0,2.1,0.0056884461629202,0,4,3.4,1,0.0090997576052323,1.9172222222222224
1799,2025,BKK ZF & Partner,1,75427,3.4,0.949161344697608,Regional,75861.0,2.1,0.0057209897048549,1,1,,0,0.003218733542986,2.943333333333334
1800,2016,BKK der MTU Friedrichshafen,2,12326,1.3,0.8611493296200733,betriebsbezogen,12306.0,1.3,-0.0016252234682268,0,2,1.3,0,0.0041744232750834,0.9437181266147796
1801,2016,BKK der MTU Friedrichshafen,3,12316,1.3,0.8611493296200733,betriebsbezogen,12326.0,1.3,0.0008112932013629,0,3,1.3,0,-0.0028618089310452,0.9470514599481128
1802,2016,BKK der MTU Friedrichshafen,4,12380,1.3,0.8611493296200733,betriebsbezogen,12316.0,1.3,-0.0051964923676518,0,4,1.3,0,-0.0022944487422897,0.9470514599481128
1803,2017,BKK der MTU Friedrichshafen,1,12384,1.3,0.8714381755705911,betriebsbezogen,12380.0,1.3,-0.0003231017770597,0,1,1.3,0,-0.0022324450847982,1.004271178409129
1804,2017,BKK der MTU Friedrichshafen,2,12352,1.3,0.8714381755705911,betriebsbezogen,12384.0,1.3,0.0025839793281653,0,2,1.3,0,0.0047189483955431,1.0120489561869068
1805,2017,BKK der MTU Friedrichshafen,3,12380,1.3,0.8714381755705911,betriebsbezogen,12352.0,1.3,-0.0022668393782383,0,3,1.3,0,-0.0016288114359193,1.0187156228535734
1806,2017,BKK der MTU Friedrichshafen,4,12395,1.3,0.8714381755705911,betriebsbezogen,12380.0,1.3,-0.0012116316639741,0,4,1.3,0,-0.0014526177009539,1.0187156228535734
1807,2018,BKK der MTU Friedrichshafen,1,12393,1.3,0.8719633398629322,betriebsbezogen,12395.0,1.3,0.0001613553852359,0,1,1.3,0,-0.0021623466512542,1.0232242021366824
1808,2018,BKK der MTU Friedrichshafen,2,12400,1.3,0.8719633398629322,betriebsbezogen,12393.0,1.3,-0.0005648349874929,0,2,1.3,0,0.0047383584571212,1.0210019799144603
1809,2018,BKK der MTU Friedrichshafen,3,12410,1.3,0.8719633398629322,betriebsbezogen,12400.0,1.3,-0.0008064516129032,0,3,1.3,0,-0.0018332565654961,1.0255575354700155
1810,2018,BKK der MTU Friedrichshafen,4,12494,1.3,0.8719633398629322,betriebsbezogen,12410.0,1.3,-0.0067687348912167,0,4,1.3,0,-0.0013403303799461,1.0255575354700155
1811,2019,BKK der MTU Friedrichshafen,1,12477,1.3,0.8737831625767657,betriebsbezogen,12494.0,1.3,0.0013606531134944,0,1,1.3,0,-0.0019134071487969,0.9681111111111113
1812,2019,BKK der MTU Friedrichshafen,2,12501,1.3,0.8737831625767657,betriebsbezogen,12477.0,1.3,-0.0019235393123346,0,2,1.3,0,0.0057690045333045,0.9707037037037038
1813,2019,BKK der MTU Friedrichshafen,3,12530,1.3,0.8737831625767657,betriebsbezogen,12501.0,1.3,-0.0023198144148468,0,3,1.3,0,-0.0012354589050275,0.9768888888888888
1814,2019,BKK der MTU Friedrichshafen,4,12615,1.3,0.8737831625767657,betriebsbezogen,12530.0,1.3,-0.0067837190742218,0,4,1.6,1,0.0018009758169958,0.9768888888888888
1815,2020,BKK der MTU Friedrichshafen,1,12623,1.6,0.8783896587392382,betriebsbezogen,12615.0,1.3,-0.0006341656757827,1,1,1.6,0,-0.0012775752989916,1.0318888888888889
1816,2020,BKK der MTU Friedrichshafen,2,12500,1.6,0.8783896587392382,betriebsbezogen,12623.0,1.6,0.0097441178800602,0,2,1.6,0,-0.000474966032435,1.0474444444444446
1817,2020,BKK der MTU Friedrichshafen,3,12493,1.6,0.8783896587392382,betriebsbezogen,12500.0,1.6,0.00056,0,3,1.6,0,0.000310170101239,1.0574444444444444
1818,2020,BKK der MTU Friedrichshafen,4,12534,1.6,0.8783896587392382,betriebsbezogen,12493.0,1.6,-0.0032818378291843,0,4,1.6,0,0.0039560716989842,1.0574444444444444
1819,2021,BKK der MTU Friedrichshafen,1,12523,1.6,0.89,betriebsbezogen,12534.0,1.6,0.0008776128929312,0,1,1.6,0,-0.0003765732675157,1.2043333333333333
1820,2021,BKK der MTU Friedrichshafen,2,12494,1.6,0.89,betriebsbezogen,12523.0,1.6,0.002315739040166,0,2,1.6,0,0.0008002961825158,1.2043333333333333
1821,2021,BKK der MTU Friedrichshafen,3,12502,1.6,0.89,betriebsbezogen,12494.0,1.6,-0.0006403073475268,0,3,1.6,0,-0.0001936740393242,1.2075555555555555
1822,2021,BKK der MTU Friedrichshafen,4,12552,1.6,0.89,betriebsbezogen,12502.0,1.6,-0.0039993601023836,0,4,1.6,0,0.0073533231474678,1.2275555555555555
1823,2022,BKK der MTU Friedrichshafen,1,12516,1.6,0.8860277584107886,betriebsbezogen,12552.0,1.6,0.002868068833652,0,1,1.6,0,0.0004094248698851,1.2583333333333333
1824,2022,BKK der MTU Friedrichshafen,2,12529,1.6,0.8860277584107886,betriebsbezogen,12516.0,1.6,-0.0010386705017577,0,2,1.6,0,0.0021156994249533,1.2627777777777778
1825,2022,BKK der MTU Friedrichshafen,3,12522,1.6,0.8860277584107886,betriebsbezogen,12529.0,1.6,0.0005587038071673,0,3,1.6,0,0.000602899924269,1.249111111111111
1826,2022,BKK der MTU Friedrichshafen,4,12624,1.6,0.8860277584107886,betriebsbezogen,12522.0,1.6,-0.0081456636320076,0,4,1.6,0,0.0090552568924182,1.249111111111111
1827,2023,BKK der MTU Friedrichshafen,1,12591,1.6,0.86,betriebsbezogen,12624.0,1.6,0.0026140684410646,0,1,1.6,0,-0.0016333456813299,1.4255555555555557
1828,2023,BKK der MTU Friedrichshafen,2,12603,1.6,0.86,betriebsbezogen,12591.0,1.6,-0.0009530617107457,0,2,1.6,0,-0.0017563866283247,1.4255555555555557
1829,2023,BKK der MTU Friedrichshafen,3,12639,1.6,0.86,betriebsbezogen,12603.0,1.6,-0.002856462746965,0,3,1.6,0,-0.0005497837818135,1.4200000000000002
1830,2023,BKK der MTU Friedrichshafen,4,12704,1.6,0.86,betriebsbezogen,12639.0,1.6,-0.0051428119313236,0,4,1.6,0,0.0033304940514978,1.4197777777777778
1831,2024,BKK der MTU Friedrichshafen,1,12752,1.6,0.86,betriebsbezogen,12704.0,1.6,-0.0037783375314861,0,1,1.6,0,-0.0015312495498365,1.5865555555555555
1832,2024,BKK der MTU Friedrichshafen,2,12751,1.6,0.86,betriebsbezogen,12752.0,1.6,7.841907151819322e-05,0,2,1.9,1,-0.0052992845421063,1.590888888888889
1833,2024,BKK der MTU Friedrichshafen,3,12788,1.9,0.86,betriebsbezogen,12751.0,1.6,-0.0029017331973962,1,3,1.9,0,-0.0023689189564564,1.7038888888888888
1834,2024,BKK der MTU Friedrichshafen,4,12877,1.9,0.86,betriebsbezogen,12788.0,1.9,-0.006959649671567,0,4,2.8,1,-0.0096614325771889,1.9194444444444445
1835,2025,BKK der MTU Friedrichshafen,1,12863,2.8,0.8421557606200274,betriebsbezogen,12877.0,1.9,0.0010872097538246,1,1,,0,-0.0001274045984605,2.95
1836,2016,BKK evm,2,1561,1.1,0.9899371664212174,betriebsbezogen,1566.0,1.1,0.0031928480204342,0,2,1.1,0,-0.0003299638241471,0.9459403488370016
1837,2016,BKK evm,3,1566,1.1,0.9899371664212174,betriebsbezogen,1561.0,1.1,-0.0032030749519538,0,3,1.1,0,-0.005164576507465,0.949273682170335
1838,2016,BKK evm,4,1584,1.1,0.9899371664212174,betriebsbezogen,1566.0,1.1,-0.0114942528735632,0,4,1.1,0,0.004289682122573,0.949273682170335
1839,2017,BKK evm,1,1574,1.1,1.027306175670925,betriebsbezogen,1584.0,1.1,0.0063131313131313,0,1,1.1,0,-0.0069654566726512,1.0064934006313513
1840,2017,BKK evm,2,1565,1.1,1.027306175670925,betriebsbezogen,1574.0,1.1,0.0057179161372299,0,2,1.1,0,0.0014807243373014,1.014271178409129
1841,2017,BKK evm,3,1577,1.1,1.027306175670925,betriebsbezogen,1565.0,1.1,-0.0076677316293929,0,3,1.1,0,-0.0051173246744868,1.0209378450757955
1842,2017,BKK evm,4,1582,1.1,1.027306175670925,betriebsbezogen,1577.0,1.1,-0.0031705770450221,0,4,1.0,-1,,1.0209378450757955
1843,2018,BKK evm,1,1583,1.0,1.008061885944743,betriebsbezogen,1582.0,1.1,-0.0006321112515802,0,1,1.0,0,-0.0063705192856218,1.0265575354700156
1844,2018,BKK evm,2,1590,1.0,1.008061885944743,betriebsbezogen,1583.0,1.0,-0.0044219835754895,0,2,1.0,0,0.0005925152140718,1.0243353132477937
1845,2018,BKK evm,3,1588,1.0,1.008061885944743,betriebsbezogen,1590.0,1.0,0.0012578616352201,0,3,1.0,0,-0.0052126675078017,1.0288908688033491
1846,2018,BKK evm,4,1615,1.0,1.008061885944743,betriebsbezogen,1588.0,1.0,-0.0170025188916876,0,4,0.9,-1,,1.0288908688033491
1847,2019,BKK evm,1,1616,0.9,1.039657190922973,betriebsbezogen,1615.0,1.0,-0.0006191950464396,0,1,0.9,0,-0.0064756844311203,0.9725555555555556
1848,2019,BKK evm,2,1615,0.9,1.039657190922973,betriebsbezogen,1616.0,0.9,0.0006188118811881,0,2,0.9,0,-0.0012534992350418,0.9751481481481482
1849,2019,BKK evm,3,1612,0.9,1.039657190922973,betriebsbezogen,1615.0,0.9,0.0018575851393188,0,3,0.9,0,-0.0054945999759704,0.9813333333333332
1850,2019,BKK evm,4,1633,0.9,1.039657190922973,betriebsbezogen,1612.0,0.9,-0.0130272952853598,0,4,0.9,0,0.0082954482170017,0.9813333333333332
1851,2020,BKK evm,1,1635,0.9,1.049564142682384,betriebsbezogen,1633.0,0.9,-0.0012247397428046,0,1,0.9,0,-0.0032329935308457,1.0396666666666663
1852,2020,BKK evm,2,1638,0.9,1.049564142682384,betriebsbezogen,1635.0,0.9,-0.0018348623853211,0,2,0.9,0,-0.0007867900935549,1.0552222222222225
1853,2020,BKK evm,3,1644,0.9,1.049564142682384,betriebsbezogen,1638.0,0.9,-0.0036630036630036,0,3,0.9,0,-0.0033710000659114,1.065222222222222
1854,2020,BKK evm,4,1641,0.9,1.049564142682384,betriebsbezogen,1644.0,0.9,0.0018248175182481,0,4,1.3,1,0.0097582143902482,1.065222222222222
1855,2021,BKK evm,1,1643,1.3,1.04,betriebsbezogen,1641.0,0.9,-0.0012187690432663,1,1,1.3,0,-0.0043619535740204,1.2076666666666669
1856,2021,BKK evm,2,1641,1.3,1.04,betriebsbezogen,1643.0,1.3,0.0012172854534388,0,2,1.3,0,0.002017623857608,1.2076666666666669
1857,2021,BKK evm,3,1638,1.3,1.04,betriebsbezogen,1641.0,1.3,0.0018281535648994,0,3,1.3,0,-0.0039451991310956,1.210888888888889
1858,2021,BKK evm,4,1651,1.3,1.04,betriebsbezogen,1638.0,1.3,-0.0079365079365079,0,4,1.0,-1,,1.230888888888889
1859,2022,BKK evm,1,1651,1.0,1.015579554534394,betriebsbezogen,1651.0,1.3,0.0,0,1,1.0,0,-0.0030464771148262,1.265
1860,2022,BKK evm,2,1648,1.0,1.015579554534394,betriebsbezogen,1651.0,1.0,0.001817080557238,0,2,0.0,-1,,1.2694444444444444
1861,2022,BKK evm,3,1657,0.0,1.015579554534394,betriebsbezogen,1648.0,1.0,-0.0054611650485436,0,3,0.0,0,-0.0044143637923577,1.266888888888889
1862,2022,BKK evm,4,1703,0.0,1.015579554534394,betriebsbezogen,1657.0,0.0,-0.0277610138805069,0,4,0.9,1,0.0291943587917969,1.266888888888889
1863,2023,BKK evm,1,1705,0.9,1.07,betriebsbezogen,1703.0,0.0,-0.001174398120963,1,1,0.9,0,-0.004640605901478,1.4333333333333331
1864,2023,BKK evm,2,1719,0.9,1.07,betriebsbezogen,1705.0,0.9,-0.0082111436950146,0,2,0.9,0,4.068301584254282e-05,1.4333333333333331
1865,2023,BKK evm,3,1713,0.9,1.07,betriebsbezogen,1719.0,0.9,0.0034904013961605,0,3,0.9,0,-0.0037317271628223,1.4277777777777778
1866,2023,BKK evm,4,1731,0.9,1.07,betriebsbezogen,1713.0,0.9,-0.010507880910683,0,4,1.3,1,0.0043444873957884,1.4275555555555557
1867,2024,BKK evm,1,1743,1.3,1.07,betriebsbezogen,1731.0,0.9,-0.0069324090121317,1,1,1.3,0,-0.0024141188951268,1.589888888888889
1868,2024,BKK evm,2,1748,1.3,1.07,betriebsbezogen,1743.0,1.3,-0.0028686173264486,0,2,1.3,0,0.0039213037821417,1.5942222222222222
1869,2024,BKK evm,3,1750,1.3,1.07,betriebsbezogen,1748.0,1.3,-0.0011441647597254,0,3,1.3,0,-0.0015446314806573,1.7105555555555554
1870,2024,BKK evm,4,1775,1.3,1.07,betriebsbezogen,1750.0,1.3,-0.0142857142857142,0,4,2.5,1,-0.0105189378180434,1.926111111111111
1871,2025,BKK evm,1,1785,2.5,1.07352385529295,betriebsbezogen,1775.0,1.3,-0.0056338028169014,1,1,,0,0.000543582250767,2.9533333333333336
1872,2016,BKK exklusiv,2,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0,2,1.09,0,0.0041897441346597,0.9460514599481128
1873,2016,BKK exklusiv,3,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0,3,1.09,0,-0.0048232066280696,0.949384793281446
1874,2016,BKK exklusiv,4,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0,4,1.09,0,-0.0063368672370511,0.949384793281446
1875,2017,BKK exklusiv,1,20817,1.09,0.9089846940832454,Regional,20564.0,1.09,-0.0123030538805679,0,1,1.09,0,-0.0028467325602734,1.0066045117424622
1876,2017,BKK exklusiv,2,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0,2,1.09,0,0.0059923463970797,1.01438228952024
1877,2017,BKK exklusiv,3,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0,3,1.09,0,-0.0052683524626126,1.0210489561869065
1878,2017,BKK exklusiv,4,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0,4,0.99,-1,,1.0210489561869065
1879,2018,BKK exklusiv,1,20817,0.99,0.91996310832428,Regional,20817.0,1.09,0.0,0,1,0.99,0,-0.0051068800296796,1.0266686465811268
1880,2018,BKK exklusiv,2,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0,2,0.99,0,0.0010216492997177,1.0244464243589049
1881,2018,BKK exklusiv,3,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0,3,0.99,0,-0.0072694797887686,1.0290019799144603
1882,2018,BKK exklusiv,4,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0,4,0.99,0,-0.0126538870582352,1.0290019799144603
1883,2019,BKK exklusiv,1,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0,1,0.99,0,-0.0077622645361091,0.9715555555555556
1884,2019,BKK exklusiv,2,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0,2,0.99,0,0.0009727438197093,0.9741481481481484
1885,2019,BKK exklusiv,3,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0,3,0.99,0,-0.0079518182082488,0.9803333333333334
1886,2019,BKK exklusiv,4,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0,4,0.99,0,-0.0111277062329756,0.9803333333333334
1887,2020,BKK exklusiv,1,20817,0.99,0.9338567818591692,Regional,20817.0,0.99,0.0,0,1,0.99,0,-0.0056044225867353,1.0386666666666666
1888,2020,BKK exklusiv,2,20920,0.99,0.9338567818591692,Regional,20817.0,0.99,-0.0049478791372435,0,2,0.99,0,0.0021709449777763,1.0542222222222224
1889,2020,BKK exklusiv,3,20920,0.99,0.9338567818591692,Regional,20920.0,0.99,0.0,0,3,0.99,0,-0.0056530457598632,1.0642222222222222
1890,2020,BKK exklusiv,4,20920,0.99,0.9338567818591692,Regional,20920.0,0.99,0.0,0,4,0.99,0,-0.0014465704595158,1.0642222222222222
1891,2021,BKK exklusiv,1,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0,1,0.99,0,-0.0017326067722566,1.211111111111111
1892,2021,BKK exklusiv,2,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0,2,0.99,0,0.0060507472243286,1.211111111111111
1893,2021,BKK exklusiv,3,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0,3,0.99,0,-0.0043448507544387,1.2143333333333337
1894,2021,BKK exklusiv,4,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0,4,1.29,1,0.0013732681838273,1.2343333333333333
1895,2022,BKK exklusiv,1,21010,1.29,0.9550540143623718,Regional,20920.0,0.99,-0.004302103250478,1,1,1.29,0,0.0002469130896007,1.2617777777777777
1896,2022,BKK exklusiv,2,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0,2,1.29,0,0.0090778743609065,1.266222222222222
1897,2022,BKK exklusiv,3,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0,3,1.29,0,-0.0020016140446199,1.2525555555555554
1898,2022,BKK exklusiv,4,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0,4,1.99,1,0.0099858771512333,1.2525555555555554
1899,2023,BKK exklusiv,1,21010,1.99,0.96,Regional,21010.0,1.29,0.0,1,1,1.99,0,-0.0028534671588461,1.4212222222222224
1900,2023,BKK exklusiv,2,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,2,1.99,0,0.0113366563541253,1.4212222222222224
1901,2023,BKK exklusiv,3,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,3,1.99,0,0.003230665413661,1.4156666666666669
1902,2023,BKK exklusiv,4,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,4,1.99,0,0.0061348193484641,1.4154444444444445
1903,2024,BKK exklusiv,1,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,1,1.99,0,0.0012737512427092,1.582222222222222
1904,2024,BKK exklusiv,2,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,2,1.99,0,0.0113366563541253,1.5865555555555555
1905,2024,BKK exklusiv,3,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,3,1.99,0,0.003230665413661,1.702888888888889
1906,2024,BKK exklusiv,4,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0,4,2.39,1,0.0061348193484641,1.9184444444444444
1907,2025,BKK exklusiv,1,21010,2.39,0.9635810800577066,Regional,21010.0,1.99,0.0,1,1,,0,0.0012715808644587,2.954555555555556
1908,2016,BKK firmus,2,66918,0.6,0.961905568740834,Bundesweit,65300.0,0.6,-0.0247779479326186,0,2,0.6,0,0.0110192156573009,0.9514959043925574
1909,2016,BKK firmus,3,67305,0.6,0.961905568740834,Bundesweit,66918.0,0.6,-0.0057831973460055,0,3,0.6,0,-8.529930995629087e-05,0.9548292377258908
1910,2016,BKK firmus,4,67901,0.6,0.961905568740834,Bundesweit,67305.0,0.6,-0.0088552113513111,0,4,0.6,0,-0.005646227689045,0.9548292377258908
1911,2017,BKK firmus,1,67891,0.6,0.9572462310322514,Bundesweit,67901.0,0.6,0.0001472732360348,0,1,0.6,0,-0.0016694141118306,1.0120489561869068
