Year,Provider,Quarter,Members,ACR,RiskFactor,Regionality,Members_Lag,Rate_Lag,ChurnRate,Treatment
2019,BKK evm,4,1633,0.9,1.039657190922973,betriebsbezogen,1612.0,0.9,-0.013027295285359801,0
2020,BKK evm,1,1635,0.9,1.049564142682384,betriebsbezogen,1633.0,0.9,-0.001224739742804654,0
2020,BKK evm,2,1638,0.9,1.049564142682384,betriebsbezogen,1635.0,0.9,-0.001834862385321101,0
2020,BKK evm,3,1644,0.9,1.049564142682384,betriebsbezogen,1638.0,0.9,-0.003663003663003663,0
2020,BKK evm,4,1641,0.9,1.049564142682384,betriebsbezogen,1644.0,0.9,0.0018248175182481751,0
2021,BKK evm,1,1643,1.3,1.04,betriebsbezogen,1641.0,0.9,-0.001218769043266301,1
2021,BKK evm,2,1641,1.3,1.04,betriebsbezogen,1643.0,1.3,0.0012172854534388314,0
2021,BKK evm,3,1638,1.3,1.04,betriebsbezogen,1641.0,1.3,0.0018281535648994515,0
2021,BKK evm,4,1651,1.3,1.04,betriebsbezogen,1638.0,1.3,-0.007936507936507936,0
2022,BKK evm,1,1651,1.0,1.015579554534394,betriebsbezogen,1651.0,1.3,0.0,0
2022,BKK evm,2,1648,1.0,1.015579554534394,betriebsbezogen,1651.0,1.0,0.0018170805572380376,0
2022,BKK evm,3,1657,0.0,1.015579554534394,betriebsbezogen,1648.0,1.0,-0.0054611650485436895,0
2022,BKK evm,4,1703,0.0,1.015579554534394,betriebsbezogen,1657.0,0.0,-0.02776101388050694,0
2023,BKK evm,1,1705,0.9,1.07,betriebsbezogen,1703.0,0.0,-0.0011743981209630064,1
2023,BKK evm,2,1719,0.9,1.07,betriebsbezogen,1705.0,0.9,-0.008211143695014663,0
2023,BKK evm,3,1713,0.9,1.07,betriebsbezogen,1719.0,0.9,0.0034904013961605585,0
2023,BKK evm,4,1731,0.9,1.07,betriebsbezogen,1713.0,0.9,-0.010507880910683012,0
2024,BKK evm,1,1743,1.3,1.07,betriebsbezogen,1731.0,0.9,-0.006932409012131715,1
2024,BKK evm,2,1748,1.3,1.07,betriebsbezogen,1743.0,1.3,-0.002868617326448652,0
2024,BKK evm,3,1750,1.3,1.07,betriebsbezogen,1748.0,1.3,-0.0011441647597254005,0
2024,BKK evm,4,1775,1.3,1.07,betriebsbezogen,1750.0,1.3,-0.014285714285714285,0
2025,BKK evm,1,1785,2.5,1.07352385529295,betriebsbezogen,1775.0,1.3,-0.005633802816901409,1
2016,BKK exklusiv,2,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0
2016,BKK exklusiv,3,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0
2016,BKK exklusiv,4,20564,1.09,0.8890288733332363,Regional,20564.0,1.09,0.0,0
2017,BKK exklusiv,1,20817,1.09,0.9089846940832454,Regional,20564.0,1.09,-0.012303053880567983,0
2017,BKK exklusiv,2,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0
2017,BKK exklusiv,3,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0
2017,BKK exklusiv,4,20817,1.09,0.9089846940832454,Regional,20817.0,1.09,0.0,0
2018,BKK exklusiv,1,20817,0.99,0.91996310832428,Regional,20817.0,1.09,0.0,0
2018,BKK exklusiv,2,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0
2018,BKK exklusiv,3,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0
2018,BKK exklusiv,4,20817,0.99,0.91996310832428,Regional,20817.0,0.99,0.0,0
2019,BKK exklusiv,1,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0
2019,BKK exklusiv,2,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0
2019,BKK exklusiv,3,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0
2019,BKK exklusiv,4,20817,0.99,0.9262842896903958,Regional,20817.0,0.99,0.0,0
2020,BKK exklusiv,1,20817,0.99,0.9338567818591692,Regional,20817.0,0.99,0.0,0
2020,BKK exklusiv,2,20920,0.99,0.9338567818591692,Regional,20817.0,0.99,-0.004947879137243599,0
2020,BKK exklusiv,3,20920,0.99,0.9338567818591692,Regional,20920.0,0.99,0.0,0
2020,BKK exklusiv,4,20920,0.99,0.9338567818591692,Regional,20920.0,0.99,0.0,0
2021,BKK exklusiv,1,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0
2021,BKK exklusiv,2,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0
2021,BKK exklusiv,3,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0
2021,BKK exklusiv,4,20920,0.99,0.94,Regional,20920.0,0.99,0.0,0
2022,BKK exklusiv,1,21010,1.29,0.9550540143623718,Regional,20920.0,0.99,-0.004302103250478011,1
2022,BKK exklusiv,2,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0
2022,BKK exklusiv,3,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0
2022,BKK exklusiv,4,21010,1.29,0.9550540143623718,Regional,21010.0,1.29,0.0,0
2023,BKK exklusiv,1,21010,1.99,0.96,Regional,21010.0,1.29,0.0,1
2023,BKK exklusiv,2,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2023,BKK exklusiv,3,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2023,BKK exklusiv,4,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2024,BKK exklusiv,1,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2024,BKK exklusiv,2,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2024,BKK exklusiv,3,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2024,BKK exklusiv,4,21010,1.99,0.96,Regional,21010.0,1.99,0.0,0
2025,BKK exklusiv,1,21010,2.39,0.9635810800577066,Regional,21010.0,1.99,0.0,1
2016,BKK firmus,2,66918,0.6,0.9619055687408339,Bundesweit,65300.0,0.6,-0.024777947932618682,0
2016,BKK firmus,3,67305,0.6,0.9619055687408339,Bundesweit,66918.0,0.6,-0.005783197346005559,0
2016,BKK firmus,4,67901,0.6,0.9619055687408339,Bundesweit,67305.0,0.6,-0.008855211351311195,0
2017,BKK firmus,1,67891,0.6,0.9572462310322514,Bundesweit,67901.0,0.6,0.0001472732360348154,0
2017,BKK firmus,2,68006,0.6,0.9572462310322514,Bundesweit,67891.0,0.6,-0.0016938916793094814,0
2017,BKK firmus,3,68095,0.6,0.9572462310322514,Bundesweit,68006.0,0.6,-0.0013087080551716025,0
2017,BKK firmus,4,68554,0.6,0.9572462310322514,Bundesweit,68095.0,0.6,-0.0067405830090315,0
2018,BKK firmus,1,68305,0.6,0.9567517465587282,Bundesweit,68554.0,0.6,0.0036321731773492428,0
2018,BKK firmus,2,68954,0.6,0.9567517465587282,Bundesweit,68305.0,0.6,-0.009501500622209209,0
2018,BKK firmus,3,69384,0.6,0.9567517465587282,Bundesweit,68954.0,0.6,-0.006236041418916959,0
2018,BKK firmus,4,70131,0.6,0.9567517465587282,Bundesweit,69384.0,0.6,-0.010766170875129714,0
2019,BKK firmus,1,70204,0.44,0.9375514181176642,Bundesweit,70131.0,0.6,-0.0010409091557228615,0
2019,BKK firmus,2,73288,0.44,0.9375514181176642,Bundesweit,70204.0,0.44,-0.04392912084781494,0
2019,BKK firmus,3,74000,0.44,0.9375514181176642,Bundesweit,73288.0,0.44,-0.009715096605174108,0
2019,BKK firmus,4,76319,0.44,0.9375514181176642,Bundesweit,74000.0,0.44,-0.03133783783783784,0
2020,BKK firmus,1,77853,0.44,0.8564666983551927,Bundesweit,76319.0,0.44,-0.0200998440755251,0
2020,BKK firmus,2,87820,0.44,0.8564666983551927,Bundesweit,77853.0,0.44,-0.12802332601184283,0
2020,BKK firmus,3,94369,0.44,0.8564666983551927,Bundesweit,87820.0,0.44,-0.07457299020724209,0
2020,BKK firmus,4,101464,0.44,0.8564666983551927,Bundesweit,94369.0,0.44,-0.07518358783074951,0
2021,BKK firmus,1,107887,0.44,0.74,Bundesweit,101464.0,0.44,-0.06330324055822754,0
2021,BKK firmus,2,153307,0.44,0.74,Bundesweit,107887.0,0.44,-0.42099604215521796,0
2021,BKK firmus,3,163629,0.8400000000000001,0.74,Bundesweit,153307.0,0.44,-0.0673289543204159,1
2021,BKK firmus,4,168645,0.8400000000000001,0.74,Bundesweit,163629.0,0.8400000000000001,-0.030654712795409128,0
2022,BKK firmus,1,171940,0.8400000000000001,0.7350909640299006,Bundesweit,168645.0,0.8400000000000001,-0.01953808295532035,0
2022,BKK firmus,2,186104,0.8400000000000001,0.7350909640299006,Bundesweit,171940.0,0.8400000000000001,-0.08237757357217634,0
2022,BKK firmus,3,192213,0.8400000000000001,0.7350909640299006,Bundesweit,186104.0,0.8400000000000001,-0.0328257318488587,0
2022,BKK firmus,4,198103,0.8400000000000001,0.7350909640299006,Bundesweit,192213.0,0.8400000000000001,-0.030643088656854636,0
2023,BKK firmus,1,202519,0.9,0.7,Bundesweit,198103.0,0.8400000000000001,-0.022291434253898224,1
2023,BKK firmus,2,229846,0.9,0.7,Bundesweit,202519.0,0.9,-0.13493548753450293,0
2023,BKK firmus,3,239234,0.9,0.7,Bundesweit,229846.0,0.9,-0.040844739521244657,0
2023,BKK firmus,4,250751,0.9,0.7,Bundesweit,239234.0,0.9,-0.048141150505362953,0
2024,BKK firmus,1,261509,0.9,0.66,Bundesweit,250751.0,0.9,-0.042903119030432584,0
2024,BKK firmus,2,336297,0.9,0.66,Bundesweit,261509.0,0.9,-0.28598633316635375,0
2024,BKK firmus,3,355945,0.9,0.66,Bundesweit,336297.0,0.9,-0.05842454734951546,0
2024,BKK firmus,4,383962,0.9,0.66,Bundesweit,355945.0,0.9,-0.07871159870204666,0
2025,BKK firmus,1,418353,1.84,0.6253779519859399,Bundesweit,383962.0,0.9,-0.08956875940848313,1
2016,BKK mkk - meine Krankenkasse,2,410235,0.9,0.936567143272536,Bundesweit,405677.0,0.9,-0.011235539604167849,0
2016,BKK mkk - meine Krankenkasse,3,412172,0.9,0.936567143272536,Bundesweit,410235.0,0.9,-0.004721683912879204,0
2016,BKK mkk - meine Krankenkasse,4,414740,0.9,0.936567143272536,Bundesweit,412172.0,0.9,-0.006230408664344012,0
2017,BKK mkk - meine Krankenkasse,1,415553,0.9,0.943007006291683,Bundesweit,414740.0,0.9,-0.001960264261947244,0
2017,BKK mkk - meine Krankenkasse,2,419468,0.9,0.943007006291683,Bundesweit,415553.0,0.9,-0.009421180932396108,0
2017,BKK mkk - meine Krankenkasse,3,421810,0.9,0.943007006291683,Bundesweit,419468.0,0.9,-0.005583262608828326,0
2017,BKK mkk - meine Krankenkasse,4,425810,0.9,0.943007006291683,Bundesweit,421810.0,0.9,-0.00948294255707546,0
2018,BKK mkk - meine Krankenkasse,1,426352,1.3,0.9395998103639633,Bundesweit,425810.0,0.9,-0.0012728681806439492,1
2018,BKK mkk - meine Krankenkasse,2,426291,1.3,0.9395998103639633,Bundesweit,426352.0,1.3,0.0001430742672721132,0
2018,BKK mkk - meine Krankenkasse,3,426841,1.3,0.9395998103639633,Bundesweit,426291.0,1.3,-0.0012901984794424467,0
2018,BKK mkk - meine Krankenkasse,4,428749,1.3,0.9395998103639633,Bundesweit,426841.0,1.3,-0.004470048566093698,0
2019,BKK mkk - meine Krankenkasse,1,427861,1.3,0.9604203700755997,Bundesweit,428749.0,1.3,0.002071141856890628,0
2019,BKK mkk - meine Krankenkasse,2,429080,1.3,0.9604203700755997,Bundesweit,427861.0,1.3,-0.002849056118692753,0
2019,BKK mkk - meine Krankenkasse,3,428465,1.3,0.9604203700755997,Bundesweit,429080.0,1.3,0.0014332991516733476,0
2019,BKK mkk - meine Krankenkasse,4,430262,1.3,0.9604203700755997,Bundesweit,428465.0,1.3,-0.004194041520310878,0
2020,BKK mkk - meine Krankenkasse,1,440005,1.3,0.965465200058125,Bundesweit,430262.0,1.3,-0.022644342284468533,0
2020,BKK mkk - meine Krankenkasse,2,430604,1.3,0.965465200058125,Bundesweit,440005.0,1.3,0.021365666299246598,0
2020,BKK mkk - meine Krankenkasse,3,431414,1.3,0.965465200058125,Bundesweit,430604.0,1.3,-0.0018810786708901915,0
2020,BKK mkk - meine Krankenkasse,4,432665,1.3,0.965465200058125,Bundesweit,431414.0,1.3,-0.0028997668133162115,0
2021,BKK mkk - meine Krankenkasse,1,431837,1.3,0.99,Bundesweit,432665.0,1.3,0.0019137207770445956,0
2021,BKK mkk - meine Krankenkasse,2,433779,1.3,0.99,Bundesweit,431837.0,1.3,-0.004497067180440768,0
2021,BKK mkk - meine Krankenkasse,3,434268,1.6,0.99,Bundesweit,433779.0,1.3,-0.0011273021515564377,1
2021,BKK mkk - meine Krankenkasse,4,434985,1.6,0.99,Bundesweit,434268.0,1.6,-0.001651054187736605,0
2022,BKK mkk - meine Krankenkasse,1,433857,1.6,0.9999084352542348,Bundesweit,434985.0,1.6,0.002593192868719611,0
2022,BKK mkk - meine Krankenkasse,2,435568,1.6,0.9999084352542348,Bundesweit,433857.0,1.6,-0.003943695733847789,0
2022,BKK mkk - meine Krankenkasse,3,438157,1.6,0.9999084352542348,Bundesweit,435568.0,1.6,-0.005943962825551923,0
2022,BKK mkk - meine Krankenkasse,4,441323,1.6,0.9999084352542348,Bundesweit,438157.0,1.6,-0.007225720460930671,0
2023,BKK mkk - meine Krankenkasse,1,440234,1.8,1.01,Bundesweit,441323.0,1.6,0.0024675804342850927,1
2023,BKK mkk - meine Krankenkasse,2,439474,1.8,1.01,Bundesweit,440234.0,1.8,0.001726354620497281,0
2023,BKK mkk - meine Krankenkasse,3,439864,1.8,1.01,Bundesweit,439474.0,1.8,-0.0008874245120302907,0
2023,BKK mkk - meine Krankenkasse,4,440798,1.8,1.01,Bundesweit,439864.0,1.8,-0.002123383591291854,0
2024,BKK mkk - meine Krankenkasse,1,439171,1.8,1.03,Bundesweit,440798.0,1.8,0.003691033080912345,0
2024,BKK mkk - meine Krankenkasse,2,438987,1.8,1.03,Bundesweit,439171.0,1.8,0.00041897119800715437,0
2024,BKK mkk - meine Krankenkasse,3,437445,2.5,1.03,Bundesweit,438987.0,1.8,0.0035126324925339476,1
2024,BKK mkk - meine Krankenkasse,4,434411,2.5,1.03,Bundesweit,437445.0,2.5,0.006935729063082216,0
2025,BKK mkk - meine Krankenkasse,1,426342,3.5,1.033060104204938,Bundesweit,434411.0,2.5,0.018574575689842106,1
2016,BKK24,2,97705,1.1,0.8901227955335207,Bundesweit,97358.0,1.1,-0.003564165245793874,0
2016,BKK24,3,97768,1.1,0.8901227955335207,Bundesweit,97705.0,1.1,-0.0006447981167801034,0
2016,BKK24,4,98387,1.1,0.8901227955335207,Bundesweit,97768.0,1.1,-0.006331314949676786,0
2017,BKK24,1,98561,1.1,0.8989310428449032,Bundesweit,98387.0,1.1,-0.0017685263296980292,0
2017,BKK24,2,98721,1.1,0.8989310428449032,Bundesweit,98561.0,1.1,-0.0016233601525958543,0
2017,BKK24,3,98825,1.1,0.8989310428449032,Bundesweit,98721.0,1.1,-0.0010534739315849718,0
2017,BKK24,4,99733,1.1,0.8989310428449032,Bundesweit,98825.0,1.1,-0.009187958512522135,0
2018,BKK24,1,99951,1.1,0.9003560653890065,Bundesweit,99733.0,1.1,-0.0021858361826075623,0
2018,BKK24,2,100430,1.1,0.9003560653890065,Bundesweit,99951.0,1.1,-0.004792348250642815,0
2018,BKK24,3,100453,1.1,0.9003560653890065,Bundesweit,100430.0,1.1,-0.00022901523449168576,0
2018,BKK24,4,101172,1.1,0.9003560653890065,Bundesweit,100453.0,1.1,-0.00715757617990503,0
2019,BKK24,1,101044,1.0,0.9183783945922044,Bundesweit,101172.0,1.1,0.0012651721820266476,0
2019,BKK24,2,100771,1.0,0.9183783945922044,Bundesweit,101044.0,1.0,0.002701793278175844,0
2019,BKK24,3,100769,1.0,0.9183783945922044,Bundesweit,100771.0,1.0,1.9846979785851087e-05,0
2019,BKK24,4,101590,1.0,0.9183783945922044,Bundesweit,100769.0,1.0,-0.00814734690232115,0
2020,BKK24,1,101484,1.0,0.9308572915861416,Bundesweit,101590.0,1.0,0.0010434097844276011,0
2020,BKK24,2,101692,1.0,0.9308572915861416,Bundesweit,101484.0,1.0,-0.0020495841709037878,0
2020,BKK24,3,101983,1.0,0.9308572915861416,Bundesweit,101692.0,1.0,-0.002861582032018251,0
2020,BKK24,4,102902,1.0,0.9308572915861416,Bundesweit,101983.0,1.0,-0.009011305805869606,0
2021,BKK24,1,103157,1.0,0.95,Bundesweit,102902.0,1.0,-0.0024780859458513925,0
2021,BKK24,2,105318,1.0,0.95,Bundesweit,103157.0,1.0,-0.020948651085239006,0
2021,BKK24,3,106441,1.0,0.95,Bundesweit,105318.0,1.0,-0.010662944605860347,0
2021,BKK24,4,107565,2.5,0.95,Bundesweit,106441.0,1.0,-0.010559840662902453,1
2022,BKK24,1,95725,2.5,0.9857689632751153,Bundesweit,107565.0,2.5,0.11007297912889881,0
2022,BKK24,2,94430,2.5,0.9857689632751153,Bundesweit,95725.0,2.5,0.013528336380255941,0
2022,BKK24,3,93893,1.49,0.9857689632751153,Bundesweit,94430.0,2.5,0.005686752091496347,0
2022,BKK24,4,94216,1.49,0.9857689632751153,Bundesweit,93893.0,1.49,-0.003440086055403491,0
2023,BKK24,1,93902,1.79,1.0,Bundesweit,94216.0,1.49,0.0033327672582151653,1
2023,BKK24,2,93455,1.79,1.0,Bundesweit,93902.0,1.79,0.004760281996123618,0
2023,BKK24,3,93257,1.79,1.0,Bundesweit,93455.0,1.79,0.002118666738002247,0
2023,BKK24,4,93505,1.79,1.0,Bundesweit,93257.0,1.79,-0.00265931779920006,0
2024,BKK24,1,92780,1.89,1.03,Bundesweit,93505.0,1.79,0.007753596064381584,1
2024,BKK24,2,92001,1.89,1.03,Bundesweit,92780.0,1.89,0.008396206078896315,0
2024,BKK24,3,91954,2.55,1.03,Bundesweit,92001.0,1.89,0.0005108640123476919,1
2024,BKK24,4,90830,3.25,1.03,Bundesweit,91954.0,2.55,0.012223503055875764,1
2025,BKK24,1,88383,3.25,1.048617863292948,Bundesweit,90830.0,3.25,0.02694043818121766,0
2016,BMW BKK,2,118642,0.9,0.7642362390351608,betriebsbezogen,117162.0,0.9,-0.01263208207439272,0
2016,BMW BKK,3,119753,0.9,0.7642362390351608,betriebsbezogen,118642.0,0.9,-0.009364306063619966,0
2016,BMW BKK,4,122059,0.9,0.7642362390351608,betriebsbezogen,119753.0,0.9,-0.019256302556094628,0
2017,BMW BKK,1,122433,0.9,0.7649241399607737,betriebsbezogen,122059.0,0.9,-0.003064091955529703,0
2017,BMW BKK,2,123325,0.9,0.7649241399607737,betriebsbezogen,122433.0,0.9,-0.0072856174397425534,0
2017,BMW BKK,3,124413,0.9,0.7649241399607737,betriebsbezogen,123325.0,0.9,-0.008822217717413339,0
2017,BMW BKK,4,126594,0.9,0.7649241399607737,betriebsbezogen,124413.0,0.9,-0.017530322393962045,0
2018,BMW BKK,1,127394,0.9,0.7608973055467531,betriebsbezogen,126594.0,0.9,-0.0063194148221874654,0
2018,BMW BKK,2,128805,0.9,0.7608973055467531,betriebsbezogen,127394.0,0.9,-0.011075874844969151,0
2018,BMW BKK,3,130021,0.9,0.7608973055467531,betriebsbezogen,128805.0,0.9,-0.009440627304840651,0
2018,BMW BKK,4,132243,0.9,0.7608973055467531,betriebsbezogen,130021.0,0.9,-0.017089547073165103,0
2019,BMW BKK,1,133086,0.8,0.7724078334689172,betriebsbezogen,132243.0,0.9,-0.006374628524761235,0
2019,BMW BKK,2,134618,0.8,0.7724078334689172,betriebsbezogen,133086.0,0.8,-0.011511353560855387,0
2019,BMW BKK,3,135682,0.8,0.7724078334689172,betriebsbezogen,134618.0,0.8,-0.007903846439554888,0
2019,BMW BKK,4,137471,0.8,0.7724078334689172,betriebsbezogen,135682.0,0.8,-0.013185241962824841,0
2020,BMW BKK,1,137769,0.8,0.7721370698929795,betriebsbezogen,137471.0,0.8,-0.0021677299212197482,0
2020,BMW BKK,2,139263,0.8,0.7721370698929795,betriebsbezogen,137769.0,0.8,-0.01084423927008253,0
2020,BMW BKK,3,139762,0.8,0.7721370698929795,betriebsbezogen,139263.0,0.8,-0.003583148431385221,0
2020,BMW BKK,4,141398,0.8,0.7721370698929795,betriebsbezogen,139762.0,0.8,-0.011705613829223966,0
2021,BMW BKK,1,141119,0.8,0.81,betriebsbezogen,141398.0,0.8,0.0019731537928400684,0
2021,BMW BKK,2,142547,0.8,0.81,betriebsbezogen,141119.0,0.8,-0.010119119324825147,0
2021,BMW BKK,3,143457,0.8,0.81,betriebsbezogen,142547.0,0.8,-0.006383859358667667,0
2021,BMW BKK,4,145102,0.8,0.81,betriebsbezogen,143457.0,0.8,-0.011466850693936163,0
2022,BMW BKK,1,145334,0.3,0.8158864782788261,betriebsbezogen,145102.0,0.8,-0.0015988752739452248,0
2022,BMW BKK,2,147667,0.3,0.8158864782788261,betriebsbezogen,145334.0,0.3,-0.016052678657437352,0
2022,BMW BKK,3,149963,0.3,0.8158864782788261,betriebsbezogen,147667.0,0.3,-0.015548497633188187,0
2022,BMW BKK,4,152325,0.3,0.8158864782788261,betriebsbezogen,149963.0,0.3,-0.01575055180277802,0
2023,BMW BKK,1,153616,0.3,0.79,betriebsbezogen,152325.0,0.3,-0.008475299524043986,0
2023,BMW BKK,2,155786,0.3,0.79,betriebsbezogen,153616.0,0.3,-0.014126132694510988,0
2023,BMW BKK,3,157658,0.3,0.79,betriebsbezogen,155786.0,0.3,-0.012016484151335808,0
2023,BMW BKK,4,160438,0.3,0.79,betriebsbezogen,157658.0,0.3,-0.017633104568115794,0
2024,BMW BKK,1,161953,0.9,0.8,betriebsbezogen,160438.0,0.3,-0.009442900061082785,1
2024,BMW BKK,2,164312,0.9,0.8,betriebsbezogen,161953.0,0.9,-0.014565954320080517,0
2024,BMW BKK,3,166481,1.3,0.8,betriebsbezogen,164312.0,0.9,-0.013200496616193583,1
2024,BMW BKK,4,168944,1.3,0.8,betriebsbezogen,166481.0,1.3,-0.014794481051891807,0
2025,BMW BKK,1,169633,2.9,0.7891496477447284,betriebsbezogen,168944.0,1.3,-0.0040782744578085044,1
2016,Bertelsmann BKK,2,35000,1.05,0.7594529040028013,Bundesweit,34392.0,1.05,-0.01767852989067225,0
2016,Bertelsmann BKK,3,35276,1.05,0.7594529040028013,Bundesweit,35000.0,1.05,-0.007885714285714286,0
2016,Bertelsmann BKK,4,35859,1.05,0.7594529040028013,Bundesweit,35276.0,1.05,-0.016526817099444382,0
2017,Bertelsmann BKK,1,35287,1.28,0.7752658634362549,Bundesweit,35859.0,1.05,0.01595136506874146,1
2017,Bertelsmann BKK,2,35432,1.28,0.7752658634362549,Bundesweit,35287.0,1.28,-0.004109162014339559,0
2017,Bertelsmann BKK,3,35391,1.28,0.7752658634362549,Bundesweit,35432.0,1.28,0.0011571460826371642,0
2017,Bertelsmann BKK,4,35624,1.28,0.7752658634362549,Bundesweit,35391.0,1.28,-0.006583594699217315,0
2018,Bertelsmann BKK,1,35520,1.2,0.7817328576839817,Bundesweit,35624.0,1.28,0.0029193801931282283,0
2018,Bertelsmann BKK,2,35579,1.2,0.7817328576839817,Bundesweit,35520.0,1.2,-0.001661036036036036,0
2018,Bertelsmann BKK,3,35474,1.2,0.7817328576839817,Bundesweit,35579.0,1.2,0.0029511790663031565,0
2018,Bertelsmann BKK,4,35683,1.2,0.7817328576839817,Bundesweit,35474.0,1.2,-0.005891638946834301,0
2019,Bertelsmann BKK,1,35620,1.1,0.8110789257263068,Bundesweit,35683.0,1.2,0.001765546618838102,0
2019,Bertelsmann BKK,2,35630,1.1,0.8110789257263068,Bundesweit,35620.0,1.1,-0.00028074115665356543,0
2019,Bertelsmann BKK,3,35487,1.1,0.8110789257263068,Bundesweit,35630.0,1.1,0.0040134717934325005,0
2019,Bertelsmann BKK,4,35783,1.1,0.8110789257263068,Bundesweit,35487.0,1.1,-0.008341082649984502,0
2020,Bertelsmann BKK,1,35644,1.25,0.8196391881011196,Bundesweit,35783.0,1.1,0.0038845261716457537,1
2020,Bertelsmann BKK,2,35459,1.25,0.8196391881011196,Bundesweit,35644.0,1.25,0.005190214341824711,0
2020,Bertelsmann BKK,3,35540,1.25,0.8196391881011196,Bundesweit,35459.0,1.25,-0.0022843283792549143,0
2020,Bertelsmann BKK,4,35701,1.25,0.8196391881011196,Bundesweit,35540.0,1.25,-0.004530106921778278,0
2021,Bertelsmann BKK,1,35712,1.25,0.86,Bundesweit,35701.0,1.25,-0.0003081146186381334,0
2021,Bertelsmann BKK,2,35757,1.25,0.86,Bundesweit,35712.0,1.25,-0.0012600806451612903,0
2021,Bertelsmann BKK,3,35753,1.25,0.86,Bundesweit,35757.0,1.25,0.00011186620801521381,0
2021,Bertelsmann BKK,4,36064,1.25,0.86,Bundesweit,35753.0,1.25,-0.00869857074930775,0
2022,Bertelsmann BKK,1,36021,1.0,0.880415215689074,Bundesweit,36064.0,1.25,0.0011923247559893523,0
2022,Bertelsmann BKK,2,36170,1.0,0.880415215689074,Bundesweit,36021.0,1.0,-0.004136475944587879,0
2022,Bertelsmann BKK,3,36244,1.0,0.880415215689074,Bundesweit,36170.0,1.0,-0.002045894387614045,0
2022,Bertelsmann BKK,4,36574,1.0,0.880415215689074,Bundesweit,36244.0,1.0,-0.009104955302946695,0
2023,Bertelsmann BKK,1,36670,1.4,0.87,Bundesweit,36574.0,1.0,-0.002624815442664188,1
2023,Bertelsmann BKK,2,36564,1.4,0.87,Bundesweit,36670.0,1.4,0.0028906463048813742,0
2023,Bertelsmann BKK,3,36592,1.4,0.87,Bundesweit,36564.0,1.4,-0.0007657805491740509,0
2023,Bertelsmann BKK,4,36804,1.4,0.87,Bundesweit,36592.0,1.4,-0.005793616090948841,0
2024,Bertelsmann BKK,1,36867,1.4,0.89,Bundesweit,36804.0,1.4,-0.0017117704597326379,0
2024,Bertelsmann BKK,2,36902,1.4,0.89,Bundesweit,36867.0,1.4,-0.0009493585048959774,0
2024,Bertelsmann BKK,3,37007,1.4,0.89,Bundesweit,36902.0,1.4,-0.002845374234458837,0
2024,Bertelsmann BKK,4,37305,2.5,0.89,Bundesweit,37007.0,1.4,-0.00805253060231848,1
2025,Bertelsmann BKK,1,36851,3.2,0.8944665669705366,Bundesweit,37305.0,2.5,0.012169950408792388,1
2016,Betriebskrankenkasse Mobil,2,781138,1.1,0.7178671561765938,Bundesweit,759769.0,0.8,-0.028125653981670745,1
2016,Betriebskrankenkasse Mobil,3,776596,1.1,0.7178671561765938,Bundesweit,781138.0,1.1,0.005814593580135649,0
2016,Betriebskrankenkasse Mobil,4,781196,1.1,0.7178671561765938,Bundesweit,776596.0,1.1,-0.005923285723851269,0
2017,Betriebskrankenkasse Mobil,1,774768,1.1,0.7284721590445672,Bundesweit,781196.0,1.1,0.008228408747612635,0
2017,Betriebskrankenkasse Mobil,2,776433,1.1,0.7284721590445672,Bundesweit,774768.0,1.1,-0.002149030419428784,0
2017,Betriebskrankenkasse Mobil,3,773438,1.1,0.7284721590445672,Bundesweit,776433.0,1.1,0.0038573837021352777,0
2017,Betriebskrankenkasse Mobil,4,774458,1.1,0.7284721590445672,Bundesweit,773438.0,1.1,-0.0013187870262386901,0
2018,Betriebskrankenkasse Mobil,1,766998,1.1,0.7432177726617077,Bundesweit,774458.0,1.1,0.009632543017181049,0
2018,Betriebskrankenkasse Mobil,2,767293,1.1,0.7432177726617077,Bundesweit,766998.0,1.1,-0.00038461638752643423,0
2018,Betriebskrankenkasse Mobil,3,763269,1.1,0.7432177726617077,Bundesweit,767293.0,1.1,0.005244411196244459,0
